midx,title
1668,Hell or High Water (2016)
1669,Hellbound: Hellraiser II (1988)
1670,Hellboy (2004)
1671,Hellboy II: The Golden Army (2008)
1672,Hellraiser (1987)
1673,Hellraiser: Bloodline (1996)
1674,Help! (1965)
1675,"Help, The (2011)"
1676,Henry Fool (1997)
1677,Henry V (1989)
1678,Henry: Portrait of a Serial Killer (1986)
1679,Her (2013)
1680,Herbie Goes Bananas (1980)
1681,Herbie Goes to Monte Carlo (1977)
1682,Herbie Rides Again (1974)
1683,Hercules (1997)
1684,Hereditary (2018)
1685,Hero (1992)
1686,Hero (Ying xiong) (2002)
1687,Hidalgo (2004)
1688,Hidden (a.k.a. Cache) (Caché) (2005)
1689,Hidden Figures (2016)
1690,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)"
1691,"Hidden, The (1987)"
1692,Hide and Seek (2005)
1693,High Art (1998)
1694,High Crimes (2002)
1695,High Fidelity (2000)
1696,High Noon (1952)
1697,High Plains Drifter (1973)
1698,High School High (1996)
1699,High School Musical (2006)
1700,Higher Learning (1995)
1701,Highlander (1986)
1702,Highlander II: The Quickening (1991)
1703,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
1704,Highlander: Endgame (Highlander IV) (2000)
1705,Hilary and Jackie (1998)
1706,"Hills Have Eyes, The (2006)"
1707,His Girl Friday (1940)
1708,"History of Violence, A (2005)"
1709,History of the World: Part I (1981)
1710,Hitch (2005)
1711,"Hitcher, The (1986)"
1712,"Hitchhiker's Guide to the Galaxy, The (2005)"
1713,Hitman (2007)
1714,"Hobbit: An Unexpected Journey, The (2012)"
1715,"Hobbit: The Desolation of Smaug, The (2013)"
1716,Hocus Pocus (1993)
1717,Holes (2003)
1718,Holiday Inn (1942)
1719,"Holiday, The (2006)"
1720,Hollow Man (2000)
1721,Holy Man (1998)
1722,Home (2015)
1723,Home Alone (1990)
1724,Home Alone 2: Lost in New York (1992)
1725,Home Alone 3 (1997)
1726,Home Fries (1998)
1727,Home for the Holidays (1995)
1728,Homeward Bound II: Lost in San Francisco (1996)
1729,Homeward Bound: The Incredible Journey (1993)
1730,"Honey, I Blew Up the Kid (1992)"
1731,"Honey, I Shrunk the Kids (1989)"
1732,Honeymoon in Vegas (1992)
1733,Hoodwinked! (2005)
1734,Hook (1991)
1735,Hoop Dreams (1994)
1736,Hoosiers (a.k.a. Best Shot) (1986)
1737,Hope Floats (1998)
1738,Hope and Glory (1987)
1739,Horrible Bosses (2011)
1740,Horrible Bosses 2 (2014)
1741,Horse Feathers (1932)
1742,"Horse Whisperer, The (1998)"
1743,Horton Hears a Who! (2008)
1744,"Host, The (Gwoemul) (2006)"
1745,Hostage (2005)
1746,Hostel (2005)
1747,"Hot Chick, The (2002)"
1748,Hot Fuzz (2007)
1749,Hot Rod (2007)
1750,Hot Shots! (1991)
1751,Hot Shots! Part Deux (1993)
1752,Hot Tub Time Machine (2010)
1753,Hotel Rwanda (2004)
1754,Hotel Transylvania (2012)
1755,Hotel Transylvania 2 (2015)
1756,"Hours, The (2002)"
1757,House (1986)
1758,"House Bunny, The (2008)"
1759,House of 1000 Corpses (2003)
1760,House of Flying Daggers (Shi mian mai fu) (2004)
1761,House of Games (1987)
1762,House of Sand and Fog (2003)
1763,House of Wax (2005)
1764,"House of Yes, The (1997)"
1765,"House of the Spirits, The (1993)"
1766,House on Haunted Hill (1959)
1767,House on Haunted Hill (1999)
1768,Houseguest (1994)
1769,How Green Was My Valley (1941)
1770,How Stella Got Her Groove Back (1998)
1771,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
1772,How the Grinch Stole Christmas! (1966)
1773,How to Lose a Guy in 10 Days (2003)
1774,How to Make an American Quilt (1995)
1775,How to Marry a Millionaire (1953)
1776,How to Steal a Million (1966)
1777,How to Train Your Dragon (2010)
1778,How to Train Your Dragon 2 (2014)
1779,Howard the Duck (1986)
1780,Howards End (1992)
1781,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
1782,"Howling, The (1980)"
1783,Hud (1963)
1784,Hudson Hawk (1991)
1785,"Hudsucker Proxy, The (1994)"
1786,Hugo (2011)
1787,Hulk (2003)
1788,Human Traffic (1999)
1789,"Hunchback of Notre Dame, The (1996)"
1790,"Hunt for Red October, The (1990)"
1791,Hunt for the Wilderpeople (2016)
1792,"Hunt, The (Jagten) (2012)"
1793,"Hurricane, The (1999)"
1794,"Hurt Locker, The (2008)"
1795,Husbands and Wives (1992)
1796,Hustle & Flow (2005)
1797,"Hustler, The (1961)"
1798,I Am Legend (2007)
1799,I Am Number Four (2011)
1800,I Am Sam (2001)
1801,I Heart Huckabees (2004)
1802,I Know What You Did Last Summer (1997)
1803,I Love Trouble (1994)
1804,I Love You Phillip Morris (2009)
1805,"I Love You, Man (2009)"
1806,I Now Pronounce You Chuck and Larry (2007)
1807,I Origins (2014)
1808,I Saw the Devil (Akmareul boatda) (2010)
1809,I Shot Andy Warhol (1996)
1810,I Spy (2002)
1811,I Still Know What You Did Last Summer (1998)
1812,I'm Gonna Git You Sucka (1988)
1813,"I, Robot (2004)"
1814,"I, Tonya (2017)"
1815,I.Q. (1994)
1816,Ice Age (2002)
1817,Ice Age 2: The Meltdown (2006)
1818,Ice Age 4: Continental Drift (2012)
1819,Ice Age: Dawn of the Dinosaurs (2009)
1820,"Ice Storm, The (1997)"
1821,Ichi the Killer (Koroshiya 1) (2001)
1822,"Ideal Husband, An (1999)"
1823,Identity (2003)
1824,Identity Thief (2013)
1825,"Ides of March, The (2011)"
1826,Idiocracy (2006)
1827,"Idiots, The (Idioterne) (1998)"
1828,Idle Hands (1999)
1829,If Lucy Fell (1996)
1830,Igby Goes Down (2002)
1831,Ikiru (1952)
1832,"Illusionist, The (2006)"
1833,"Imaginarium of Doctor Parnassus, The (2009)"
1834,Immortal Beloved (1994)
1835,"Importance of Being Earnest, The (2002)"
1836,"Impossible, The (Imposible, Lo) (2012)"
1837,In & Out (1997)
1838,In America (2002)
1839,In Bruges (2008)
1840,In Cold Blood (1967)
1841,In Good Company (2004)
1842,In Her Shoes (2005)
1843,In Time (2011)
1844,In the Army Now (1994)
1845,In the Bedroom (2001)
1846,In the Company of Men (1997)
1847,In the Heat of the Night (1967)
1848,In the Line of Fire (1993)
1849,In the Loop (2009)
1850,In the Mood For Love (Fa yeung nin wa) (2000)
1851,In the Mouth of Madness (1995)
1852,In the Name of the Father (1993)
1853,In the Valley of Elah (2007)
1854,Incendies (2010)
1855,Inception (2010)
1856,"Inconvenient Truth, An (2006)"
1857,"Incredible Hulk, The (2008)"
1858,Incredibles 2 (2018)
1859,"Incredibles, The (2004)"
1860,Indecent Proposal (1993)
1861,Independence Day (a.k.a. ID4) (1996)
1862,Independence Day: Resurgence (2016)
1863,"Indian in the Cupboard, The (1995)"
1864,Indiana Jones and the Kingdom of the Crystal Skull (2008)
1865,Indiana Jones and the Last Crusade (1989)
1866,Indiana Jones and the Temple of Doom (1984)
1867,Indochine (1992)
1868,Infernal Affairs (Mou gaan dou) (2002)
1869,"Informant!, The (2009)"
1870,Inglorious Bastards (Quel maledetto treno blindato) (1978)
1871,Inglourious Basterds (2009)
1872,Inherent Vice (2014)
1873,Inherit the Wind (1960)
1874,Inland Empire (2006)
1875,Innerspace (1987)
1876,Inside Job (2010)
1877,Inside Llewyn Davis (2013)
1878,Inside Man (2006)
1879,Inside Out (2015)
1880,"Insider, The (1999)"
1881,Insidious (2010)
1882,Insomnia (1997)
1883,Insomnia (2002)
1884,Inspector Gadget (1999)
1885,Instinct (1999)
1886,Insurgent (2015)
1887,"International, The (2009)"
1888,"Internship, The (2013)"
1889,"Interpreter, The (2005)"
1890,Interstate 60 (2002)
1891,Interstellar (2014)
1892,Interview with the Vampire: The Vampire Chronicles (1994)
1893,Into the Wild (2007)
1894,Into the Woods (2014)
1895,Intolerable Cruelty (2003)
1896,Intouchables (2011)
1897,Invasion of the Body Snatchers (1956)
1898,Invasion of the Body Snatchers (1978)
1899,Inventing the Abbotts (1997)
1900,"Invention of Lying, The (2009)"
1901,Invictus (2009)
1902,Invincible (2006)
1903,"Invisible Man, The (1933)"
1904,Ip Man (2008)
1905,Ip Man 2 (2010)
1906,Iron Eagle (1986)
1907,Iron Eagle II (1988)
1908,"Iron Giant, The (1999)"
1909,Iron Man (2008)
1910,Iron Man 2 (2010)
1911,Iron Man 3 (2013)
1912,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993)
1913,Iron Sky (2012)
1914,Irreversible (Irréversible) (2002)
1915,"Island of Dr. Moreau, The (1996)"
1916,"Island, The (2005)"
1917,Isle of Dogs (2018)
1918,It (2017)
1919,It Could Happen to You (1994)
1920,It Follows (2014)
1921,It Happened One Night (1934)
1922,It's Complicated (2009)
1923,It's Kind of a Funny Story (2010)
1924,"It's a Mad, Mad, Mad, Mad World (1963)"
1925,It's a Wonderful Life (1946)
1926,"It's the Great Pumpkin, Charlie Brown (1966)"
1927,"Italian Job, The (1969)"
1928,"Italian Job, The (2003)"
1929,Italian for Beginners (Italiensk for begyndere) (2000)
1930,JFK (1991)
1931,Jack (1996)
1932,Jack Frost (1998)
1933,Jack Reacher (2012)
1934,Jack Ryan: Shadow Recruit (2014)
1935,"Jackal, The (1997)"
1936,Jackass Number Two (2006)
1937,Jackass: The Movie (2002)
1938,"Jacket, The (2005)"
1939,Jackie Brown (1997)
1940,Jacob's Ladder (1990)
1941,Jade (1995)
1942,Jagged Edge (1985)
1943,Jakob the Liar (1999)
1944,James and the Giant Peach (1996)
1945,Jane Austen's Mafia! (1998)
1946,Jane Eyre (1996)
1947,Jane Eyre (2011)
1948,Jarhead (2005)
1949,Jason Bourne (2016)
1950,Jason X (2002)
1951,Jawbreaker (1999)
1952,Jaws (1975)
1953,Jaws 2 (1978)
1954,Jaws 3-D (1983)
1955,Jaws: The Revenge (1987)
1956,Jay and Silent Bob Strike Back (2001)
1957,Jean de Florette (1986)
1958,Jeepers Creepers (2001)
1959,Jeepers Creepers 2 (2003)
1960,Jeffrey (1995)
1961,Jennifer's Body (2009)
1962,Jeremiah Johnson (1972)
1963,"Jerk, The (1979)"
1964,"Jerky Boys, The (1995)"
1965,Jerry Maguire (1996)
1966,Jersey Girl (2004)
1967,Jesus Camp (2006)
1968,Jesus Christ Superstar (1973)
1969,Jet Li's Fearless (Huo Yuan Jia) (2006)
1970,"Jetée, La (1962)"
1971,"Jewel of the Nile, The (1985)"
1972,Jimmy Neutron: Boy Genius (2001)
1973,Jingle All the Way (1996)
1974,Jiro Dreams of Sushi (2011)
1975,Joe Dirt (2001)
1976,Joe Versus the Volcano (1990)
1977,Joe's Apartment (1996)
1978,John Carter (2012)
1979,John Q (2002)
1980,John Tucker Must Die (2006)
1981,John Wick (2014)
1982,John Wick: Chapter Two (2017)
1983,Johnny English (2003)
1984,Johnny English Reborn (2011)
1985,Johnny Mnemonic (1995)
1986,Joker (2019)
1987,Josie and the Pussycats (2001)
1988,"Journey of Natty Gann, The (1985)"
1989,Journey to the Center of the Earth (2008)
1990,Joy (2015)
1991,"Joy Luck Club, The (1993)"
1992,Joy Ride (2001)
1993,Ju-on: The Grudge (2002)
1994,Judge Dredd (1995)
1995,"Judge, The (2014)"
1996,Judgment Night (1993)
1997,Judgment at Nuremberg (1961)
1998,Jules and Jim (Jules et Jim) (1961)
1999,Julie & Julia (2009)
2000,Jumanji (1995)
2001,Jumanji: Welcome to the Jungle (2017)
2002,Jumper (2008)
2003,Jumpin' Jack Flash (1986)
2004,"Jungle Book, The (1967)"
2005,"Jungle Book, The (1994)"
2006,Jungle Fever (1991)
2007,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)
2008,Junior (1994)
2009,Juno (2007)
2010,Jupiter Ascending (2015)
2011,Jurassic Park (1993)
2012,Jurassic Park III (2001)
2013,Jurassic World (2015)
2014,Jurassic World: Fallen Kingdom (2018)
2015,"Juror, The (1996)"
2016,Jury Duty (1995)
2017,Just Cause (1995)
2018,Just Friends (2005)
2019,Just Go with It (2011)
2020,Just Like Heaven (2005)
2021,Just Married (2003)
2022,Justice League (2017)
2023,K-19: The Widowmaker (2002)
2024,K-9 (1989)
2025,K-PAX (2001)
2026,Kagemusha (1980)
2027,Kalifornia (1993)
2028,Kangaroo Jack (2003)
2029,"Karate Kid, Part II, The (1986)"
2030,"Karate Kid, Part III, The (1989)"
2031,"Karate Kid, The (1984)"
2032,"Karate Kid, The (2010)"
2033,Kate & Leopold (2001)
2034,Kazaam (1996)
2035,Keeping the Faith (2000)
2036,Kelly's Heroes (1970)
2037,"Kentucky Fried Movie, The (1977)"
2038,Key Largo (1948)
2039,Kick-Ass (2010)
2040,Kick-Ass 2 (2013)
2041,Kicking and Screaming (1995)
2042,"Kid in King Arthur's Court, A (1995)"
2043,"Kid, The (1921)"
2044,"Kid, The (2000)"
2045,Kids (1995)
2046,"Kids Are All Right, The (2010)"
2047,Kids in the Hall: Brain Candy (1996)
2048,Kiki's Delivery Service (Majo no takkyûbin) (1989)
2049,Kill Bill: Vol. 1 (2003)
2050,Kill Bill: Vol. 2 (2004)
2051,"Killer, The (Die xue shuang xiong) (1989)"
2052,"Killing Fields, The (1984)"
2053,Killing Zoe (1994)
2054,"Killing, The (1956)"
2055,Kind Hearts and Coronets (1949)
2056,Kindergarten Cop (1990)
2057,King Arthur (2004)
2058,King Kong (1933)
2059,King Kong (1976)
2060,King Kong (2005)
2061,"King and I, The (1956)"
2062,"King of Comedy, The (1983)"
2063,"King of Kong, The (2007)"
2064,King of New York (1990)
2065,"King's Speech, The (2010)"
2066,Kingdom of Heaven (2005)
2067,"Kingdom, The (2007)"
2068,Kingpin (1996)
2069,Kingsman: The Golden Circle (2017)
2070,Kingsman: The Secret Service (2015)
2071,Kinsey (2004)
2072,Kiss Kiss Bang Bang (2005)
2073,Kiss of Death (1995)
2074,Kiss of the Dragon (2001)
2075,Kiss the Girls (1997)
2076,Kissing Jessica Stein (2001)
2077,"Kite Runner, The (2007)"
2078,Klute (1971)
2079,Knight and Day (2010)
2080,"Knight's Tale, A (2001)"
2081,Knocked Up (2007)
2082,Knowing (2009)
2083,Kolya (Kolja) (1996)
2084,Kong: Skull Island (2017)
2085,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
2086,Kramer vs. Kramer (1979)
2087,Krull (1983)
2088,Kubo and the Two Strings (2016)
2089,Kull the Conqueror (1997)
2090,Kundun (1997)
2091,Kung Fu Hustle (Gong fu) (2004)
2092,Kung Fu Panda (2008)
2093,Kung Fu Panda 2 (2011)
2094,Kung Fu Panda 3 (2016)
2095,Kung Fury (2015)
2096,Kung Pow: Enter the Fist (2002)
2097,L.A. Confidential (1997)
2098,L.A. Story (1991)
2099,La La Land (2016)
2100,Labyrinth (1986)
2101,Ladder 49 (2004)
2102,"Ladies Man, The (2000)"
2103,Lady Bird (2017)
2104,"Lady Eve, The (1941)"
2105,"Lady Vanishes, The (1938)"
2106,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)
2107,Lady and the Tramp (1955)
2108,Lady in the Water (2006)
2109,Ladyhawke (1985)
2110,"Ladykillers, The (1955)"
2111,"Ladykillers, The (2004)"
2112,"Lake House, The (2006)"
2113,Lake Placid (1999)
2114,"Land Before Time, The (1988)"
2115,Land of the Dead (2005)
2116,Lantana (2001)
2117,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
2118,Lara Croft Tomb Raider: The Cradle of Life (2003)
2119,Lara Croft: Tomb Raider (2001)
2120,Lars and the Real Girl (2007)
2121,Last Action Hero (1993)
2122,"Last Airbender, The (2010)"
2123,"Last Boy Scout, The (1991)"
2124,"Last Castle, The (2001)"
2125,"Last Days of Disco, The (1998)"
2126,"Last Detail, The (1973)"
2127,"Last Emperor, The (1987)"
2128,"Last King of Scotland, The (2006)"
2129,Last Man Standing (1996)
2130,"Last Picture Show, The (1971)"
2131,"Last Samurai, The (2003)"
2132,"Last Seduction, The (1994)"
2133,"Last Starfighter, The (1984)"
2134,"Last Supper, The (1995)"
2135,Last Tango in Paris (Ultimo tango a Parigi) (1972)
2136,"Last Temptation of Christ, The (1988)"
2137,"Last Unicorn, The (1982)"
2138,"Last Waltz, The (1978)"
2139,"Last of the Mohicans, The (1992)"
2140,Laura (1944)
2141,Law Abiding Citizen (2009)
2142,Lawless (2012)
2143,Lawnmower Man 2: Beyond Cyberspace (1996)
2144,"Lawnmower Man, The (1992)"
2145,Lawrence of Arabia (1962)
2146,Layer Cake (2004)
2147,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
2148,"League of Their Own, A (1992)"
2149,Lean on Me (1989)
2150,Leap Year (2010)
2151,Leaving Las Vegas (1995)
2152,Legally Blonde (2001)
2153,"Legally Blonde 2: Red, White & Blonde (2003)"
2154,Legend (1985)
2155,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
2156,"Legend of Bagger Vance, The (2000)"
2157,"Legend of Drunken Master, The (Jui kuen II) (1994)"
2158,"Legend of Zorro, The (2005)"
2159,Legend of the Guardians: The Owls of Ga'Hoole (2010)
2160,Legends of the Fall (1994)
2161,Legion (2010)
2162,Lemony Snicket's A Series of Unfortunate Events (2004)
2163,Let Me In (2010)
2164,Let the Right One In (Låt den rätte komma in) (2008)
2165,Lethal Weapon (1987)
2166,Lethal Weapon 2 (1989)
2167,Lethal Weapon 3 (1992)
2168,Lethal Weapon 4 (1998)
2169,Letters from Iwo Jima (2006)
2170,Letters to Juliet (2010)
2171,Liar Liar (1997)
2172,Licence to Kill (1989)
2173,Life (1999)
2174,Life (2017)
2175,"Life Aquatic with Steve Zissou, The (2004)"
2176,Life Is Beautiful (La Vita è bella) (1997)
2177,"Life Less Ordinary, A (1997)"
2178,Life as We Know It (2010)
2179,Life as a House (2001)
2180,"Life of David Gale, The (2003)"
2181,Life of Pi (2012)
2182,Lifeboat (1944)
2183,Lifeforce (1985)
2184,Like Water for Chocolate (Como agua para chocolate) (1992)
2185,Lilo & Stitch (2002)
2186,Lilya 4-Ever (Lilja 4-ever) (2002)
2187,"Limey, The (1999)"
2188,Limitless (2011)
2189,Lincoln (2012)
2190,"Lincoln Lawyer, The (2011)"
2191,Lion (2016)
2192,"Lion King, The (1994)"
2193,"Lion in Winter, The (1968)"
2194,Little Big League (1994)
2195,Little Big Man (1970)
2196,Little Buddha (1993)
2197,Little Children (2006)
2198,Little Fockers (2010)
2199,Little Man Tate (1991)
2200,"Little Mermaid, The (1989)"
2201,Little Miss Sunshine (2006)
2202,Little Nicky (2000)
2203,"Little Princess, A (1995)"
2204,"Little Princess, The (1939)"
2205,"Little Rascals, The (1994)"
2206,Little Shop of Horrors (1986)
2207,"Little Shop of Horrors, The (1960)"
2208,Little Voice (1998)
2209,Little Women (1994)
2210,Live Free or Die Hard (2007)
2211,Live and Let Die (1973)
2212,"Lives of Others, The (Das leben der Anderen) (2006)"
2213,"Living Daylights, The (1987)"
2214,Living Out Loud (1998)
2215,Living in Oblivion (1995)
2216,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
2217,Local Hero (1983)
2218,"Lock, Stock & Two Smoking Barrels (1998)"
2219,Locke (2013)
2220,Logan (2017)
2221,Logan Lucky (2017)
2222,Logan's Run (1976)
2223,Lolita (1962)
2224,Lolita (1997)
2225,London Has Fallen (2016)
2226,"Lone Ranger, The (2013)"
2227,Lone Star (1996)
2228,Lone Survivor (2013)
2229,"Long Goodbye, The (1973)"
2230,"Long Kiss Goodnight, The (1996)"
2231,"Longest Day, The (1962)"
2232,"Longest Yard, The (1974)"
2233,"Longest Yard, The (2005)"
2234,Look Who's Talking (1989)
2235,Look Who's Talking Now (1993)
2236,Look Who's Talking Too (1990)
2237,Looking for Richard (1996)
2238,"Lookout, The (2007)"
2239,Looper (2012)
2240,Lord of Illusions (1995)
2241,Lord of War (2005)
2242,Lord of the Flies (1963)
2243,Lord of the Flies (1990)
2244,"Lord of the Rings, The (1978)"
2245,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2246,"Lord of the Rings: The Return of the King, The (2003)"
2247,"Lord of the Rings: The Two Towers, The (2002)"
2248,Loser (2000)
2249,Losing Isaiah (1995)
2250,"Lost Boys, The (1987)"
2251,Lost Highway (1997)
2252,Lost Horizon (1937)
2253,"Lost Weekend, The (1945)"
2254,"Lost World: Jurassic Park, The (1997)"
2255,Lost in La Mancha (2002)
2256,Lost in Space (1998)
2257,Lost in Translation (2003)
2258,Louis C.K.: Chewed Up (2008)
2259,Louis C.K.: Hilarious (2010)
2260,Louis C.K.: Live at The Comedy Store (2015)
2261,Louis C.K.: Shameless (2007)
2262,Love Actually (2003)
2263,Love Affair (1994)
2264,"Love Bug, The (1969)"
2265,"Love Letter, The (1999)"
2266,Love Me If You Dare (Jeux d'enfants) (2003)
2267,Love Potion #9 (1992)
2268,Love Story (1970)
2269,Love and Basketball (2000)
2270,Love and Death (1975)
2271,Love and Death on Long Island (1997)
2272,Love and Other Drugs (2010)
2273,"Lovely Bones, The (2009)"
2274,Lucas (1986)
2275,Lucky Number Slevin (2006)
2276,Lucy (2014)
2277,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
2278,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
2279,M (1931)
2280,M*A*S*H (a.k.a. MASH) (1970)
2281,Machete (2010)
2282,Mad City (1997)
2283,Mad Love (1995)
2284,Mad Max (1979)
2285,Mad Max Beyond Thunderdome (1985)
2286,Mad Max: Fury Road (2015)
2287,Madagascar (2005)
2288,Madagascar 3: Europe's Most Wanted (2012)
2289,Madagascar: Escape 2 Africa (2008)
2290,Made (2001)
2291,Made in America (1993)
2292,Made of Honor (2008)
2293,"Madness of King George, The (1994)"
2294,Madonna: Truth or Dare (1991)
2295,"Magdalene Sisters, The (2002)"
2296,"Magnificent Seven, The (1960)"
2297,Magnolia (1999)
2298,Magnum Force (1973)
2299,Maid in Manhattan (2002)
2300,"Majestic, The (2001)"
2301,Major League (1989)
2302,Major League: Back to the Minors (1998)
2303,Major Payne (1995)
2304,Malcolm X (1992)
2305,Maleficent (2014)
2306,Malice (1993)
2307,Mallrats (1995)
2308,"Maltese Falcon, The (1941)"
2309,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
2310,Malèna (2000)
2311,Mama (2013)
2312,Mamma Mia! (2008)
2313,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2314,"Man Who Fell to Earth, The (1976)"
2315,"Man Who Knew Too Little, The (1997)"
2316,"Man Who Knew Too Much, The (1934)"
2317,"Man Who Knew Too Much, The (1956)"
2318,"Man Who Shot Liberty Valance, The (1962)"
2319,"Man Who Wasn't There, The (2001)"
2320,"Man Who Would Be King, The (1975)"
2321,"Man Without a Face, The (1993)"
2322,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)"
2323,"Man for All Seasons, A (1966)"
2324,"Man from Earth, The (2007)"
2325,"Man from Snowy River, The (1982)"
2326,"Man in the Iron Mask, The (1998)"
2327,Man of Steel (2013)
2328,Man of the House (1995)
2329,Man on Fire (2004)
2330,Man on Wire (2008)
2331,Man on a Ledge (2012)
2332,Man on the Moon (1999)
2333,"Man with Two Brains, The (1983)"
2334,"Man with the Golden Gun, The (1974)"
2335,Manchester by the Sea (2016)
2336,"Manchurian Candidate, The (1962)"
2337,"Manchurian Candidate, The (2004)"
2338,Manhattan (1979)
2339,Manhattan Murder Mystery (1993)
2340,Manhunter (1986)
2341,Mannequin (1987)
2342,Manon of the Spring (Manon des sources) (1986)
2343,Mansfield Park (1999)
2344,Marathon Man (1976)
2345,"March of the Penguins (Marche de l'empereur, La) (2005)"
2346,Margin Call (2011)
2347,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
2348,"Mariachi, El (1992)"
2349,Marie Antoinette (2006)
2350,"Mark of Zorro, The (1940)"
2351,Marked for Death (1990)
2352,Marley & Me (2008)
2353,Marnie (1964)
2354,Married to the Mob (1988)
2355,Mars Attacks! (1996)
2356,Marty (1955)
2357,Marvin's Room (1996)
2358,Mary Poppins (1964)
2359,Mary Reilly (1996)
2360,Mary Shelley's Frankenstein (Frankenstein) (1994)
2361,Mask (1985)
2362,"Mask of Zorro, The (1998)"
2363,"Mask, The (1994)"
2364,Master and Commander: The Far Side of the World (2003)
2365,"Master of Disguise, The (2002)"
2366,"Master, The (2012)"
2367,Masters of the Universe (1987)
2368,"Matador, The (2005)"
2369,Match Point (2005)
2370,"MatchMaker, The (1997)"
2371,Matchstick Men (2003)
2372,Matewan (1987)
2373,Matilda (1996)
2374,"Matrix Reloaded, The (2003)"
2375,"Matrix Revolutions, The (2003)"
2376,"Matrix, The (1999)"
2377,Maverick (1994)
2378,Max Payne (2008)
2379,Maximum Overdrive (1986)
2380,Maximum Risk (1996)
2381,"Maze Runner, The (2014)"
2382,Maze Runner: Scorch Trials (2015)
2383,McCabe & Mrs. Miller (1971)
2384,McHale's Navy (1997)
2385,Me Before You (2016)
2386,Me Myself I (2000)
2387,Me and Earl and the Dying Girl (2015)
2388,Me and You and Everyone We Know (2005)
2389,"Me, Myself & Irene (2000)"
2390,Mean Girls (2004)
2391,Mean Streets (1973)
2392,Meatballs (1979)
2393,"Mechanic, The (2011)"
2394,Medicine Man (1992)
2395,Mediterraneo (1991)
2396,Meet Joe Black (1998)
2397,Meet John Doe (1941)
2398,Meet Me in St. Louis (1944)
2399,Meet the Feebles (1989)
2400,Meet the Fockers (2004)
2401,Meet the Parents (2000)
2402,Meet the Robinsons (2007)
2403,Meet the Spartans (2008)
2404,Megamind (2010)
2405,Melancholia (2011)
2406,Memento (2000)
2407,Memoirs of a Geisha (2005)
2408,Memories of Murder (Salinui chueok) (2003)
2409,Memphis Belle (1990)
2410,"Men Who Stare at Goats, The (2009)"
2411,Men in Black (a.k.a. MIB) (1997)
2412,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
2413,Men in Black III (M.III.B.) (M.I.B.³) (2012)
2414,Men of Honor (2000)
2415,Menace II Society (1993)
2416,Mercury Rising (1998)
2417,Mermaids (1990)
2418,Message in a Bottle (1999)
2419,"Messenger: The Story of Joan of Arc, The (1999)"
2420,Metro (1997)
2421,Metropolis (1927)
2422,Metropolis (2001)
2423,Metropolitan (1990)
2424,"Mexican, The (2001)"
2425,Miami Rhapsody (1995)
2426,Miami Vice (2006)
2427,Michael (1996)
2428,Michael Clayton (2007)
2429,Michael Collins (1996)
2430,Mickey Blue Eyes (1999)
2431,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
2432,Midnight Cowboy (1969)
2433,Midnight Express (1978)
2434,Midnight Run (1988)
2435,Midnight in Paris (2011)
2436,Midnight in the Garden of Good and Evil (1997)
2437,Mighty Aphrodite (1995)
2438,"Mighty Ducks, The (1992)"
2439,Mighty Joe Young (1949)
2440,Mighty Joe Young (1998)
2441,Mighty Morphin Power Rangers: The Movie (1995)
2442,"Mighty Wind, A (2003)"
2443,"Mighty, The (1998)"
2444,Mildred Pierce (1945)
2445,Milk (2008)
2446,Milk Money (1994)
2447,Millennium Actress (Sennen joyû) (2001)
2448,Miller's Crossing (1990)
2449,Million Dollar Baby (2004)
2450,Millions (2004)
2451,Mimic (1997)
2452,Minions (2015)
2453,Minority Report (2002)
2454,Miracle (2004)
2455,Miracle on 34th Street (1947)
2456,Miracle on 34th Street (1994)
2457,"Mirror Has Two Faces, The (1996)"
2458,"Mirror, The (Zerkalo) (1975)"
2459,MirrorMask (2005)
2460,Misery (1990)
2461,Miss Congeniality (2000)
2462,Miss Congeniality 2: Armed and Fabulous (2005)
2463,Miss Peregrine's Home for Peculiar Children (2016)
2464,Mission to Mars (2000)
